army_leadership_1;Army Leadership 1;Fortifications de campagne;Feldbefestigungen;;;;;;;;;;;x
philosophy_23;Philosophy 23 ;;;;;;;;;;;;;x
philosophy_23_desc; ;;;;;;;;;;;;;x
philosophy_24;Philosophy 24 ;;;;;;;;;;;;;x
philosophy_24_desc; ;;;;;;;;;;;;;x
philosophy_25;Philosophy 25 ;;;;;;;;;;;;;x
philosophy_25_desc; ;;;;;;;;;;;;;x
philosophy_26;Philosophy 26 ;;;;;;;;;;;;;x
philosophy_26_desc; ;;;;;;;;;;;;;x
philosophy_27;Philosophy 27 ;;;;;;;;;;;;;x
philosophy_27_desc; ;;;;;;;;;;;;;x
philosophy_28;Philosophy 28 ;;;;;;;;;;;;;x
philosophy_28_desc; ;;;;;;;;;;;;;x
philosophy_29;Philosophy 29 ;;;;;;;;;;;;;x
philosophy_29_desc; ;;;;;;;;;;;;;x
philosophy_30;Philosophy 30 ;;;;;;;;;;;;;x
philosophy_30_desc; ;;;;;;;;;;;;;x
philosophy_31;Philosophy 31 ;;;;;;;;;;;;;x
philosophy_31_desc; ;;;;;;;;;;;;;x
philosophy_32;Philosophy 32 ;;;;;;;;;;;;;x
philosophy_32_desc; ;;;;;;;;;;;;;x
philosophy_33;Philosophy 33 ;;;;;;;;;;;;;x
philosophy_33_desc; ;;;;;;;;;;;;;x
philosophy_34;Philosophy 34 ;;;;;;;;;;;;;x
philosophy_34_desc; ;;;;;;;;;;;;;x
philosophy_35;Philosophy 35 ;;;;;;;;;;;;;x
philosophy_35_desc; ;;;;;;;;;;;;;x
philosophy_36;Philosophy 36 ;;;;;;;;;;;;;x
philosophy_36_desc; ;;;;;;;;;;;;;x
philosophy_37;Philosophy 37 ;;;;;;;;;;;;;x
philosophy_37_desc; ;;;;;;;;;;;;;x
philosophy_38;Philosophy 38 ;;;;;;;;;;;;;x
philosophy_38_desc; ;;;;;;;;;;;;;x
philosophy_39;Philosophy 39 ;;;;;;;;;;;;;x
philosophy_39_desc; ;;;;;;;;;;;;;x
philosophy_40;Philosophy 40 ;;;;;;;;;;;;;x
philosophy_40_desc; ;;;;;;;;;;;;;x
philosophy_41;Philosophy 41 ;;;;;;;;;;;;;x
philosophy_41_desc; ;;;;;;;;;;;;;x
philosophy_42;Philosophy 42 ;;;;;;;;;;;;;x
philosophy_42_desc; ;;;;;;;;;;;;;x
philosophy_43;Philosophy 43 ;;;;;;;;;;;;;x
philosophy_43_desc; ;;;;;;;;;;;;;x
philosophy_44;Philosophy 44 ;;;;;;;;;;;;;x
philosophy_44_desc; ;;;;;;;;;;;;;x
philosophy_45;Philosophy 45 ;;;;;;;;;;;;;x
philosophy_45_desc; ;;;;;;;;;;;;;x
philosophy_46;Philosophy 46 ;;;;;;;;;;;;;x
philosophy_46_desc; ;;;;;;;;;;;;;x
philosophy_47;Philosophy 47 ;;;;;;;;;;;;;x
philosophy_47_desc; ;;;;;;;;;;;;;x
philosophy_48;Philosophy 48 ;;;;;;;;;;;;;x
philosophy_48_desc; ;;;;;;;;;;;;;x
philosophy_49;Philosophy 49 ;;;;;;;;;;;;;x
philosophy_49_desc; ;;;;;;;;;;;;;x
philosophy_50;Philosophy 50 ;;;;;;;;;;;;;x
philosophy_50_desc; ;;;;;;;;;;;;;x
philosophy_51;Philosophy 51 ;;;;;;;;;;;;;x
philosophy_51_desc; ;;;;;;;;;;;;;x
philosophy_52;Philosophy 52 ;;;;;;;;;;;;;x
philosophy_52_desc; ;;;;;;;;;;;;;x
philosophy_53;Philosophy 53 ;;;;;;;;;;;;;x
philosophy_53_desc; ;;;;;;;;;;;;;x
philosophy_54;Philosophy 54 ;;;;;;;;;;;;;x
philosophy_54_desc; ;;;;;;;;;;;;;x
social_thought_1;Social Thought 1;;;;;;;;;;;;;x
social_thought_1_desc; ;;;;;;;;;;;;;x
social_thought_2;Social Thought 2 ;;;;;;;;;;;;;x
social_thought_2_desc; ;;;;;;;;;;;;;x
social_thought_3;Social Thought 3 ;;;;;;;;;;;;;x
social_thought_3_desc; ;;;;;;;;;;;;;x
social_thought_4;Social Thought 4  ;;;;;;;;;;;;;x
social_thought_4_desc; ;;;;;;;;;;;;;x
social_thought_5;Social Thought 5 ;;;;;;;;;;;;;x
social_thought_5_desc; ;;;;;;;;;;;;;x
social_thought_6;Social Thought 6 ;;;;;;;;;;;;;x
social_thought_6_desc; ;;;;;;;;;;;;;x
social_thought_7;Social Thought 7 ;;;;;;;;;;;;;x
social_thought_7_desc; ;;;;;;;;;;;;;x
social_thought_8;Social Thought 8 ;;;;;;;;;;;;;x
social_thought_8_desc; ;;;;;;;;;;;;;x
social_thought_9;Social Thought 9; ;;;;;;;;;;;;;x
social_thought_9_desc; ;;;;;;;;;;;;;x
social_thought_10;Social Thought 10 ;;;;;;;;;;;;;x
social_thought_10_desc; ;;;;;;;;;;;;;x
social_thought_11;Social Thought 11 ;;;;;;;;;;;;;x
social_thought_11_desc; ;;;;;;;;;;;;;x
social_thought_12;Social Thought 12 ;;;;;;;;;;;;;x
social_thought_12_desc; ;;;;;;;;;;;;;x
social_thought_13;Social Thought 13 ;;;;;;;;;;;;;x
social_thought_13_desc; ;;;;;;;;;;;;;x
social_thought_14;Social Thought 14 ;;;;;;;;;;;;;x
social_thought_14_desc; ;;;;;;;;;;;;;x
social_thought_15;Social Thought 15 ;;;;;;;;;;;;;x
social_thought_15_desc; ;;;;;;;;;;;;;x
social_thought_16;Social Thought 16 ;;;;;;;;;;;;;x
social_thought_16_desc; ;;;;;;;;;;;;;x
social_thought_17;Social Thought 17 ;;;;;;;;;;;;;x
social_thought_17_desc; ;;;;;;;;;;;;;x
social_thought_18;Social Thought 18 ;;;;;;;;;;;;;x
social_thought_18_desc; ;;;;;;;;;;;;;x
social_thought_19;Social Thought 19 ;;;;;;;;;;;;;x
social_thought_19_desc; ;;;;;;;;;;;;;x
social_thought_20;Social Thought 20 ;;;;;;;;;;;;;x
social_thought_20_desc; ;;;;;;;;;;;;;x
social_thought_21;Social Thought 21 ;;;;;;;;;;;;;x
social_thought_21_desc; ;;;;;;;;;;;;;x
social_thought_22;Social Thought 22 ;;;;;;;;;;;;;x
social_thought_22_desc; ;;;;;;;;;;;;;x
social_thought_23;Social Thought 23 ;;;;;;;;;;;;;x
social_thought_23_desc; ;;;;;;;;;;;;;x
social_thought_24;Social Thought 24 ;;;;;;;;;;;;;x
social_thought_24_desc; ;;;;;;;;;;;;;x
social_thought_25;Social Thought 25 ;;;;;;;;;;;;;x
social_thought_25_desc; ;;;;;;;;;;;;;x
social_thought_26;Social Thought 26 ;;;;;;;;;;;;;x
social_thought_26_desc; ;;;;;;;;;;;;;x
social_thought_27;Social Thought 27 ;;;;;;;;;;;;;x
social_thought_27_desc; ;;;;;;;;;;;;;x
social_thought_28;Social Thought 28 ;;;;;;;;;;;;;x
social_thought_28_desc; ;;;;;;;;;;;;;x
social_thought_29;Social Thought 29 ;;;;;;;;;;;;;x
social_thought_29_desc; ;;;;;;;;;;;;;x
social_thought_30;Social Thought 30 ;;;;;;;;;;;;;x
social_thought_30_desc; ;;;;;;;;;;;;;x
social_thought_31;Social Thought 31 ;;;;;;;;;;;;;x
social_thought_31_desc; ;;;;;;;;;;;;;x
social_thought_32;Social Thought 32 ;;;;;;;;;;;;;x
social_thought_32_desc; ;;;;;;;;;;;;;x
social_thought_33;Social Thought 33 ;;;;;;;;;;;;;x
social_thought_33_desc; ;;;;;;;;;;;;;x
social_thought_34;Social Thought 34 ;;;;;;;;;;;;;x
social_thought_34_desc; ;;;;;;;;;;;;;x
social_thought_35;Social Thought 35 ;;;;;;;;;;;;;x
social_thought_35_desc; ;;;;;;;;;;;;;x
social_thought_36;Social Thought 36 ;;;;;;;;;;;;;x
social_thought_36_desc; ;;;;;;;;;;;;;x
social_thought_37;Social Thought 37 ;;;;;;;;;;;;;x
social_thought_37_desc; ;;;;;;;;;;;;;x
social_thought_38;Social Thought 38 ;;;;;;;;;;;;;x
social_thought_38_desc; ;;;;;;;;;;;;;x
social_thought_39;Social Thought 39 ;;;;;;;;;;;;;x
social_thought_39_desc; ;;;;;;;;;;;;;x
social_thought_40;Social Thought 40 ;;;;;;;;;;;;;x
social_thought_40_desc; ;;;;;;;;;;;;;x
social_thought_41;Social Thought 41 ;;;;;;;;;;;;;x
social_thought_41_desc; ;;;;;;;;;;;;;x
social_thought_42;Social Thought 42 ;;;;;;;;;;;;;x
social_thought_42_desc; ;;;;;;;;;;;;;x
social_thought_43;Social Thought 43 ;;;;;;;;;;;;;x
social_thought_43_desc; ;;;;;;;;;;;;;x
social_thought_44;Social Thought 44 ;;;;;;;;;;;;;x
social_thought_44_desc; ;;;;;;;;;;;;;x
social_thought_45;Social Thought 45 ;;;;;;;;;;;;;x
social_thought_45_desc; ;;;;;;;;;;;;;x
social_thought_46;Social Thought 46 ;;;;;;;;;;;;;x
social_thought_46_desc; ;;;;;;;;;;;;;x
social_thought_47;Social Thought 47 ;;;;;;;;;;;;;x
social_thought_47_desc; ;;;;;;;;;;;;;x
social_thought_48;Social Thought 48 ;;;;;;;;;;;;;x
social_thought_48_desc; ;;;;;;;;;;;;;x
social_thought_49;Social Thought 49 ;;;;;;;;;;;;;x
social_thought_49_desc; ;;;;;;;;;;;;;x
social_thought_50;Social Thought 50 ;;;;;;;;;;;;;x
social_thought_50_desc; ;;;;;;;;;;;;;x
social_thought_51;Social Thought 51 ;;;;;;;;;;;;;x
social_thought_51_desc; ;;;;;;;;;;;;;x
social_thought_52;Social Thought 52 ;;;;;;;;;;;;;x
social_thought_52_desc; ;;;;;;;;;;;;;x
social_thought_53;Social Thought 53 ;;;;;;;;;;;;;x
social_thought_53_desc; ;;;;;;;;;;;;;x
social_thought_54;Social Thought 54 ;;;;;;;;;;;;;x
social_thought_54_desc; ;;;;;;;;;;;;;x
political_thought_1;Political Thought 1;;;;;;;;;;;;;x
political_thought_1_desc;The enlightenment originating in the natural order of the scientists, was reflected and broadened by speculation of contemporary philosophers. One of the earliest and most influentia of these was Rene Descartes, a frenchman by birth, who travelled all across Europe. His fame made when he published the Discourse on Method in 1637 and later the Principles of Philopshy in 1644. The Cartesian philosophy was a radical departure from the scholastic philosophy of earlier times. It distinguished sharply between soul and body, between mind and matter.;;;;;;;;;;;;;x
political_thought_2;Political Thought 2 ;;;;;;;;;;;;;x
political_thought_2_desc;The Cartesian method established that the mind and soul have an immaterial existence of their own, but body and matter are alone suscepitble to scientific observation and hence subject to "natural law".;;;;;;;;;;;;;x
political_thought_3;Political Thought 3 ;;;;;;;;;;;;;x
political_thought_3_desc;Descartes' philophy left no room for the supernatural in his understanding of the world. The idea that the laws of nature also govern men gave later 18th century political theorists profound insights into government systems, especially the theory of royal absolutism.;;;;;;;;;;;;;x
political_thought_4;Political Thought 4  ;;;;;;;;;;;;;x
political_thought_4_desc;The radical ideas of the Englishman Thomas Hobbes' basic materialist philosophy strengthened royal absolutism. All nature, to him, was a machine. Unlike Descartes he admitted no dualism, but insisted that in the human mind and soul there was matter and motion.;;;;;;;;;;;;;x
political_thought_5;Political Thought 5 ;;;;;;;;;;;;;x
political_thought_5_desc;Autocratic political practice during the 18th century was justified by reference to need for a Leviathan or soveriengn authority within the state which binds all men to its will and keeping them in awe of a common power. Without a common power or sovereign, absolutists argued, society would collapse and men would return to a state of nature or war of all against all and live out the rest of their lives in a nasty and brutish existence.;;;;;;;;;;;;;x
political_thought_6;Political Thought 6 ;;;;;;;;;;;;;x
political_thought_6_desc; ;;;;;;;;;;;;;x
political_thought_7;Political Thought 7 ;;;;;;;;;;;;;x
political_thought_7_desc; ;;;;;;;;;;;;;x
political_thought_8;Political Thought 8 ;;;;;;;;;;;;;x
political_thought_8_desc; ;;;;;;;;;;;;;x
political_thought_9;Political Thought 9; ;;;;;;;;;;;;;x
political_thought_9_desc; ;;;;;;;;;;;;;x
political_thought_10;Political Thought 10 ;;;;;;;;;;;;;x
political_thought_10_desc; ;;;;;;;;;;;;;x
political_thought_11;Political Thought 11 ;;;;;;;;;;;;;x
political_thought_11_desc; ;;;;;;;;;;;;;x
political_thought_12;Political Thought 12 ;;;;;;;;;;;;;x
political_thought_12_desc; ;;;;;;;;;;;;;x
political_thought_13;Political Thought 13 ;;;;;;;;;;;;;x
political_thought_13_desc; ;;;;;;;;;;;;;x
political_thought_14;Political Thought 14 ;;;;;;;;;;;;;x
political_thought_14_desc; ;;;;;;;;;;;;;x
political_thought_15;Political Thought 15 ;;;;;;;;;;;;;x
political_thought_15_desc; ;;;;;;;;;;;;;x
political_thought_16;Political Thought 16 ;;;;;;;;;;;;;x
political_thought_16_desc; ;;;;;;;;;;;;;x
political_thought_17;Political Thought 17 ;;;;;;;;;;;;;x
political_thought_17_desc; ;;;;;;;;;;;;;x
political_thought_18;Political Thought 18 ;;;;;;;;;;;;;x
political_thought_18_desc; ;;;;;;;;;;;;;x
political_thought_19;Political Thought 19 ;;;;;;;;;;;;;x
political_thought_19_desc; ;;;;;;;;;;;;;x
political_thought_20;Political Thought 20 ;;;;;;;;;;;;;x
political_thought_20_desc; ;;;;;;;;;;;;;x
political_thought_21;Political Thought 21 ;;;;;;;;;;;;;x
political_thought_21_desc; ;;;;;;;;;;;;;x
political_thought_22;Political Thought 22 ;;;;;;;;;;;;;x
political_thought_22_desc; ;;;;;;;;;;;;;x
political_thought_23;Political Thought 23 ;;;;;;;;;;;;;x
political_thought_23_desc; ;;;;;;;;;;;;;x
political_thought_24;Political Thought 24 ;;;;;;;;;;;;;x
political_thought_24_desc; ;;;;;;;;;;;;;x
political_thought_25;Political Thought 25 ;;;;;;;;;;;;;x
political_thought_25_desc; ;;;;;;;;;;;;;x
political_thought_26;Political Thought 26 ;;;;;;;;;;;;;x
political_thought_26_desc; ;;;;;;;;;;;;;x
political_thought_27;Political Thought 27 ;;;;;;;;;;;;;x
political_thought_27_desc; ;;;;;;;;;;;;;x
political_thought_28;Political Thought 28 ;;;;;;;;;;;;;x
political_thought_28_desc; ;;;;;;;;;;;;;x
political_thought_29;Political Thought 29 ;;;;;;;;;;;;;x
political_thought_29_desc; ;;;;;;;;;;;;;x
political_thought_30;Political Thought 30 ;;;;;;;;;;;;;x
political_thought_30_desc; ;;;;;;;;;;;;;x
political_thought_31;Political Thought 31 ;;;;;;;;;;;;;x
political_thought_31_desc; ;;;;;;;;;;;;;x
political_thought_32;Political Thought 32 ;;;;;;;;;;;;;x
political_thought_32_desc; ;;;;;;;;;;;;;x
political_thought_33;Political Thought 33 ;;;;;;;;;;;;;x
political_thought_33_desc; ;;;;;;;;;;;;;x
political_thought_34;Political Thought 34 ;;;;;;;;;;;;;x
political_thought_34_desc; ;;;;;;;;;;;;;x
political_thought_35;Political Thought 35 ;;;;;;;;;;;;;x
political_thought_35_desc; ;;;;;;;;;;;;;x
political_thought_36;Political Thought 36 ;;;;;;;;;;;;;x
political_thought_36_desc; ;;;;;;;;;;;;;x
political_thought_37;Political Thought 37 ;;;;;;;;;;;;;x
political_thought_37_desc; ;;;;;;;;;;;;;x
political_thought_38;Political Thought 38 ;;;;;;;;;;;;;x
political_thought_38_desc; ;;;;;;;;;;;;;x
political_thought_39;Political Thought 39 ;;;;;;;;;;;;;x
political_thought_39_desc; ;;;;;;;;;;;;;x
political_thought_40;Political Thought 40 ;;;;;;;;;;;;;x
political_thought_40_desc; ;;;;;;;;;;;;;x
political_thought_41;Political Thought 41 ;;;;;;;;;;;;;x
political_thought_41_desc; ;;;;;;;;;;;;;x
political_thought_42;Political Thought 42 ;;;;;;;;;;;;;x
political_thought_42_desc; ;;;;;;;;;;;;;x
political_thought_43;Political Thought 43 ;;;;;;;;;;;;;x
political_thought_43_desc; ;;;;;;;;;;;;;x
political_thought_44;Political Thought 44 ;;;;;;;;;;;;;x
political_thought_44_desc; ;;;;;;;;;;;;;x
political_thought_45;Political Thought 45 ;;;;;;;;;;;;;x
political_thought_45_desc; ;;;;;;;;;;;;;x
political_thought_46;Political Thought 46 ;;;;;;;;;;;;;x
political_thought_46_desc; ;;;;;;;;;;;;;x
political_thought_47;Political Thought 47 ;;;;;;;;;;;;;x
political_thought_47_desc; ;;;;;;;;;;;;;x
political_thought_48;Political Thought 48 ;;;;;;;;;;;;;x
political_thought_48_desc; ;;;;;;;;;;;;;x
political_thought_49;Political Thought 49 ;;;;;;;;;;;;;x
political_thought_49_desc; ;;;;;;;;;;;;;x
political_thought_50;Political Thought 50 ;;;;;;;;;;;;;x
political_thought_50_desc; ;;;;;;;;;;;;;x
political_thought_51;Political Thought 51 ;;;;;;;;;;;;;x
political_thought_51_desc; ;;;;;;;;;;;;;x
political_thought_52;Political Thought 52 ;;;;;;;;;;;;;x
political_thought_52_desc; ;;;;;;;;;;;;;x
political_thought_53;Political Thought 53 ;;;;;;;;;;;;;x
political_thought_53_desc; ;;;;;;;;;;;;;x
political_thought_54;Political Thought 54 ;;;;;;;;;;;;;x
political_thought_54_desc; ;;;;;;;;;;;;;x
diplomacy_1;Diplomacy 1;;;;;;;;;;;;;x
diplomacy_1_desc; ;;;;;;;;;;;;;x
diplomacy_2;Diplomacy 2 ;;;;;;;;;;;;;x
diplomacy_2_desc; ;;;;;;;;;;;;;x
diplomacy_3;Diplomacy 3 ;;;;;;;;;;;;;x
diplomacy_3_desc; ;;;;;;;;;;;;;x
diplomacy_4;Diplomacy 4  ;;;;;;;;;;;;;x
diplomacy_4_desc; ;;;;;;;;;;;;;x
diplomacy_5;Diplomacy 5 ;;;;;;;;;;;;;x
diplomacy_5_desc; ;;;;;;;;;;;;;x
diplomacy_6;Diplomacy 6 ;;;;;;;;;;;;;x
diplomacy_6_desc; ;;;;;;;;;;;;;x
diplomacy_7;Diplomacy 7 ;;;;;;;;;;;;;x
diplomacy_7_desc; ;;;;;;;;;;;;;x
diplomacy_8;Diplomacy 8 ;;;;;;;;;;;;;x
diplomacy_8_desc; ;;;;;;;;;;;;;x
diplomacy_9;Diplomacy 9; ;;;;;;;;;;;;;x
diplomacy_9_desc; ;;;;;;;;;;;;;x
diplomacy_10;Diplomacy 10 ;;;;;;;;;;;;;x
diplomacy_10_desc; ;;;;;;;;;;;;;x
diplomacy_11;Diplomacy 11 ;;;;;;;;;;;;;x
diplomacy_11_desc; ;;;;;;;;;;;;;x
diplomacy_12;Diplomacy 12 ;;;;;;;;;;;;;x
diplomacy_12_desc; ;;;;;;;;;;;;;x
diplomacy_13;Diplomacy 13 ;;;;;;;;;;;;;x
diplomacy_13_desc; ;;;;;;;;;;;;;x
diplomacy_14;Diplomacy 14 ;;;;;;;;;;;;;x
diplomacy_14_desc; ;;;;;;;;;;;;;x
diplomacy_15;Diplomacy 15 ;;;;;;;;;;;;;x
diplomacy_15_desc; ;;;;;;;;;;;;;x
diplomacy_16;Diplomacy 16 ;;;;;;;;;;;;;x
diplomacy_16_desc; ;;;;;;;;;;;;;x
diplomacy_17;Diplomacy 17 ;;;;;;;;;;;;;x
diplomacy_17_desc; ;;;;;;;;;;;;;x
diplomacy_18;Diplomacy 18 ;;;;;;;;;;;;;x
diplomacy_18_desc; ;;;;;;;;;;;;;x
diplomacy_19;Diplomacy 19 ;;;;;;;;;;;;;x
diplomacy_19_desc; ;;;;;;;;;;;;;x
diplomacy_20;Diplomacy 20 ;;;;;;;;;;;;;x
diplomacy_20_desc; ;;;;;;;;;;;;;x
diplomacy_21;Diplomacy 21 ;;;;;;;;;;;;;x
diplomacy_21_desc; ;;;;;;;;;;;;;x
diplomacy_22;Diplomacy 22 ;;;;;;;;;;;;;x
diplomacy_22_desc; ;;;;;;;;;;;;;x
diplomacy_23;Diplomacy 23 ;;;;;;;;;;;;;x
diplomacy_23_desc; ;;;;;;;;;;;;;x
diplomacy_24;Diplomacy 24 ;;;;;;;;;;;;;x
diplomacy_24_desc; ;;;;;;;;;;;;;x
diplomacy_25;Diplomacy 25 ;;;;;;;;;;;;;x
diplomacy_25_desc; ;;;;;;;;;;;;;x
diplomacy_26;Diplomacy 26 ;;;;;;;;;;;;;x
diplomacy_26_desc; ;;;;;;;;;;;;;x
diplomacy_27;Diplomacy 27 ;;;;;;;;;;;;;x
diplomacy_27_desc; ;;;;;;;;;;;;;x
diplomacy_28;Diplomacy 28 ;;;;;;;;;;;;;x
diplomacy_28_desc; ;;;;;;;;;;;;;x
diplomacy_29;Diplomacy 29 ;;;;;;;;;;;;;x
diplomacy_29_desc; ;;;;;;;;;;;;;x
diplomacy_30;Diplomacy 30 ;;;;;;;;;;;;;x
diplomacy_30_desc; ;;;;;;;;;;;;;x
diplomacy_31;Diplomacy 31 ;;;;;;;;;;;;;x
diplomacy_31_desc; ;;;;;;;;;;;;;x
diplomacy_32;Diplomacy 32 ;;;;;;;;;;;;;x
diplomacy_32_desc; ;;;;;;;;;;;;;x
diplomacy_33;Diplomacy 33 ;;;;;;;;;;;;;x
diplomacy_33_desc; ;;;;;;;;;;;;;x
diplomacy_34;Diplomacy 34 ;;;;;;;;;;;;;x
diplomacy_34_desc; ;;;;;;;;;;;;;x
diplomacy_35;Diplomacy 35 ;;;;;;;;;;;;;x
diplomacy_35_desc; ;;;;;;;;;;;;;x
diplomacy_36;Diplomacy 36 ;;;;;;;;;;;;;x
diplomacy_36_desc; ;;;;;;;;;;;;;x
diplomacy_37;Diplomacy 37 ;;;;;;;;;;;;;x
diplomacy_37_desc; ;;;;;;;;;;;;;x
diplomacy_38;Diplomacy 38 ;;;;;;;;;;;;;x
diplomacy_38_desc; ;;;;;;;;;;;;;x
diplomacy_39;Diplomacy 39 ;;;;;;;;;;;;;x
diplomacy_39_desc; ;;;;;;;;;;;;;x
diplomacy_40;Diplomacy 40 ;;;;;;;;;;;;;x
diplomacy_40_desc; ;;;;;;;;;;;;;x
diplomacy_41;Diplomacy 41 ;;;;;;;;;;;;;x
diplomacy_41_desc; ;;;;;;;;;;;;;x
diplomacy_42;Diplomacy 42 ;;;;;;;;;;;;;x
diplomacy_42_desc; ;;;;;;;;;;;;;x
diplomacy_43;Diplomacy 43 ;;;;;;;;;;;;;x
diplomacy_43_desc; ;;;;;;;;;;;;;x
diplomacy_44;Diplomacy 44 ;;;;;;;;;;;;;x
diplomacy_44_desc; ;;;;;;;;;;;;;x
diplomacy_45;Diplomacy 45 ;;;;;;;;;;;;;x
diplomacy_45_desc; ;;;;;;;;;;;;;x
diplomacy_46;Diplomacy 46 ;;;;;;;;;;;;;x
diplomacy_46_desc; ;;;;;;;;;;;;;x
diplomacy_47;Diplomacy 47 ;;;;;;;;;;;;;x
diplomacy_47_desc; ;;;;;;;;;;;;;x
diplomacy_48;Diplomacy 48 ;;;;;;;;;;;;;x
diplomacy_48_desc; ;;;;;;;;;;;;;x
diplomacy_49;Diplomacy 49 ;;;;;;;;;;;;;x
diplomacy_49_desc; ;;;;;;;;;;;;;x
diplomacy_50;Diplomacy 50 ;;;;;;;;;;;;;x
diplomacy_50_desc; ;;;;;;;;;;;;;x
diplomacy_51;Diplomacy 51 ;;;;;;;;;;;;;x
diplomacy_51_desc; ;;;;;;;;;;;;;x
diplomacy_52;Diplomacy 52 ;;;;;;;;;;;;;x
diplomacy_52_desc; ;;;;;;;;;;;;;x
diplomacy_53;Diplomacy 53 ;;;;;;;;;;;;;x
diplomacy_53_desc; ;;;;;;;;;;;;;x
diplomacy_54;Diplomacy 54 ;;;;;;;;;;;;;x
diplomacy_54_desc; ;;;;;;;;;;;;;x
agriculture_1;Agriculture 1;;;;;;;;;;;;;x
agriculture_1_desc; ;;;;;;;;;;;;;x
agriculture_2;Agriculture 2 ;;;;;;;;;;;;;x
agriculture_2_desc; ;;;;;;;;;;;;;x
agriculture_3;Agriculture 3 ;;;;;;;;;;;;;x
agriculture_3_desc; ;;;;;;;;;;;;;x
agriculture_4;Agriculture 4  ;;;;;;;;;;;;;x
agriculture_4_desc; ;;;;;;;;;;;;;x
agriculture_5;Agriculture 5 ;;;;;;;;;;;;;x
agriculture_5_desc; ;;;;;;;;;;;;;x
agriculture_6;Agriculture 6 ;;;;;;;;;;;;;x
agriculture_6_desc; ;;;;;;;;;;;;;x
agriculture_7;Agriculture 7 ;;;;;;;;;;;;;x
agriculture_7_desc; ;;;;;;;;;;;;;x
agriculture_8;Agriculture 8 ;;;;;;;;;;;;;x
agriculture_8_desc; ;;;;;;;;;;;;;x
agriculture_9;Agriculture 9; ;;;;;;;;;;;;;x
agriculture_9_desc; ;;;;;;;;;;;;;x
agriculture_10;Agriculture 10 ;;;;;;;;;;;;;x
agriculture_10_desc; ;;;;;;;;;;;;;x
agriculture_11;Agriculture 11 ;;;;;;;;;;;;;x
agriculture_11_desc; ;;;;;;;;;;;;;x
agriculture_12;Agriculture 12 ;;;;;;;;;;;;;x
agriculture_12_desc; ;;;;;;;;;;;;;x
agriculture_13;Agriculture 13 ;;;;;;;;;;;;;x
agriculture_13_desc; ;;;;;;;;;;;;;x
agriculture_14;Agriculture 14 ;;;;;;;;;;;;;x
agriculture_14_desc; ;;;;;;;;;;;;;x
agriculture_15;Agriculture 15 ;;;;;;;;;;;;;x
agriculture_15_desc; ;;;;;;;;;;;;;x
agriculture_16;Agriculture 16 ;;;;;;;;;;;;;x
agriculture_16_desc; ;;;;;;;;;;;;;x
agriculture_17;Agriculture 17 ;;;;;;;;;;;;;x
agriculture_17_desc; ;;;;;;;;;;;;;x
agriculture_18;Agriculture 18 ;;;;;;;;;;;;;x
agriculture_18_desc; ;;;;;;;;;;;;;x
agriculture_19;Agriculture 19 ;;;;;;;;;;;;;x
agriculture_19_desc; ;;;;;;;;;;;;;x
agriculture_20;Agriculture 20 ;;;;;;;;;;;;;x
agriculture_20_desc; ;;;;;;;;;;;;;x
agriculture_21;Agriculture 21 ;;;;;;;;;;;;;x
agriculture_21_desc; ;;;;;;;;;;;;;x
agriculture_22;Agriculture 22 ;;;;;;;;;;;;;x
agriculture_22_desc; ;;;;;;;;;;;;;x
agriculture_23;Agriculture 23 ;;;;;;;;;;;;;x
agriculture_23_desc; ;;;;;;;;;;;;;x
agriculture_24;Agriculture 24 ;;;;;;;;;;;;;x
agriculture_24_desc; ;;;;;;;;;;;;;x
agriculture_25;Agriculture 25 ;;;;;;;;;;;;;x
agriculture_25_desc; ;;;;;;;;;;;;;x
agriculture_26;Agriculture 26 ;;;;;;;;;;;;;x
agriculture_26_desc; ;;;;;;;;;;;;;x
agriculture_27;Agriculture 27 ;;;;;;;;;;;;;x
agriculture_27_desc; ;;;;;;;;;;;;;x
agriculture_28;Agriculture 28 ;;;;;;;;;;;;;x
agriculture_28_desc; ;;;;;;;;;;;;;x
agriculture_29;Agriculture 29 ;;;;;;;;;;;;;x
agriculture_29_desc; ;;;;;;;;;;;;;x
agriculture_30;Agriculture 30 ;;;;;;;;;;;;;x
agriculture_30_desc; ;;;;;;;;;;;;;x
agriculture_31;Agriculture 31 ;;;;;;;;;;;;;x
agriculture_31_desc; ;;;;;;;;;;;;;x
agriculture_32;Agriculture 32 ;;;;;;;;;;;;;x
agriculture_32_desc; ;;;;;;;;;;;;;x
agriculture_33;Agriculture 33 ;;;;;;;;;;;;;x
agriculture_33_desc; ;;;;;;;;;;;;;x
agriculture_34;Agriculture 34 ;;;;;;;;;;;;;x
agriculture_34_desc; ;;;;;;;;;;;;;x
agriculture_35;Agriculture 35 ;;;;;;;;;;;;;x
agriculture_35_desc; ;;;;;;;;;;;;;x
agriculture_36;Agriculture 36 ;;;;;;;;;;;;;x
agriculture_36_desc; ;;;;;;;;;;;;;x
agriculture_37;Agriculture 37 ;;;;;;;;;;;;;x
agriculture_37_desc; ;;;;;;;;;;;;;x
agriculture_38;Agriculture 38 ;;;;;;;;;;;;;x
agriculture_38_desc; ;;;;;;;;;;;;;x
agriculture_39;Agriculture 39 ;;;;;;;;;;;;;x
agriculture_39_desc; ;;;;;;;;;;;;;x
